element,fixture,total_points
199.0,186.0,0.0
199.0,195.0,1.0
199.0,206.0,2.0
199.0,219.0,1.0
199.0,226.0,2.0
199.0,232.0,8.0
199.0,246.0,2.0
199.0,261.0,2.0
199.0,275.0,5.0
199.0,294.0,2.0
200.0,9.0,0.0
200.0,19.0,0.0
200.0,26.0,0.0
200.0,35.0,0.0
200.0,42.0,0.0
200.0,55.0,0.0
200.0,64.0,0.0
200.0,73.0,0.0
200.0,84.0,0.0
200.0,95.0,0.0
200.0,110.0,0.0
200.0,115.0,0.0
200.0,127.0,0.0
200.0,135.0,0.0
200.0,150.0,0.0
200.0,154.0,0.0
200.0,165.0,0.0
200.0,180.0,0.0
200.0,186.0,0.0
200.0,195.0,0.0
200.0,206.0,0.0
200.0,220.0,4.0
200.0,225.0,11.0
200.0,234.0,2.0
200.0,242.0,2.0
200.0,256.0,2.0
200.0,262.0,2.0
200.0,279.0,9.0
200.0,283.0,8.0
200.0,294.0,0.0
201.0,9.0,0.0
201.0,19.0,0.0
201.0,26.0,0.0
201.0,35.0,0.0
201.0,42.0,0.0
201.0,55.0,0.0
201.0,64.0,0.0
201.0,73.0,0.0
201.0,84.0,0.0
201.0,95.0,0.0
201.0,110.0,0.0
201.0,115.0,0.0
201.0,127.0,0.0
201.0,135.0,0.0
201.0,150.0,0.0
201.0,154.0,0.0
201.0,165.0,0.0
201.0,180.0,0.0
201.0,186.0,0.0
201.0,195.0,0.0
201.0,206.0,0.0
201.0,219.0,0.0
201.0,226.0,0.0
201.0,232.0,0.0
201.0,246.0,0.0
201.0,261.0,0.0
201.0,275.0,0.0
201.0,294.0,0.0
202.0,9.0,2.0
202.0,19.0,2.0
202.0,26.0,3.0
202.0,35.0,1.0
202.0,42.0,3.0
202.0,55.0,2.0
202.0,64.0,3.0
202.0,73.0,5.0
202.0,84.0,6.0
202.0,95.0,2.0
202.0,110.0,6.0
202.0,115.0,10.0
202.0,127.0,2.0
202.0,135.0,-2.0
202.0,150.0,0.0
202.0,154.0,2.0
202.0,165.0,2.0
202.0,180.0,1.0
202.0,186.0,1.0
202.0,195.0,2.0
202.0,206.0,3.0
202.0,219.0,1.0
202.0,226.0,2.0
202.0,232.0,15.0
202.0,246.0,2.0
202.0,261.0,1.0
202.0,275.0,6.0
202.0,294.0,1.0
203.0,9.0,1.0
203.0,19.0,1.0
203.0,26.0,14.0
203.0,35.0,2.0
203.0,42.0,6.0
203.0,55.0,-2.0
203.0,64.0,0.0
203.0,73.0,0.0
203.0,84.0,1.0
203.0,95.0,0.0
203.0,110.0,0.0
203.0,115.0,1.0
203.0,127.0,0.0
203.0,135.0,0.0
203.0,150.0,0.0
203.0,154.0,0.0
203.0,165.0,1.0
203.0,180.0,1.0
203.0,186.0,8.0
203.0,195.0,0.0
203.0,206.0,5.0
203.0,219.0,0.0
203.0,226.0,0.0
203.0,232.0,6.0
203.0,246.0,2.0
203.0,261.0,5.0
203.0,275.0,1.0
203.0,294.0,1.0
204.0,9.0,0.0
204.0,19.0,0.0
204.0,29.0,0.0
204.0,33.0,0.0
204.0,46.0,0.0
204.0,60.0,1.0
204.0,66.0,0.0
204.0,79.0,0.0
204.0,87.0,0.0
204.0,100.0,0.0
204.0,107.0,0.0
204.0,113.0,1.0
204.0,127.0,0.0
204.0,138.0,0.0
204.0,144.0,0.0
204.0,159.0,1.0
204.0,168.0,1.0
204.0,175.0,0.0
204.0,189.0,1.0
204.0,194.0,1.0
204.0,209.0,1.0
204.0,211.0,0.0
204.0,229.0,0.0
204.0,237.0,0.0
204.0,247.0,0.0
204.0,251.0,0.0
204.0,267.0,0.0
204.0,275.0,0.0
204.0,297.0,1.0
205.0,9.0,0.0
205.0,19.0,0.0
205.0,26.0,0.0
205.0,35.0,0.0
205.0,47.0,10.0
205.0,59.0,1.0
205.0,67.0,1.0
205.0,74.0,3.0
205.0,88.0,0.0
205.0,97.0,0.0
205.0,108.0,0.0
205.0,119.0,0.0
205.0,128.0,4.0
205.0,139.0,1.0
205.0,145.0,1.0
205.0,160.0,0.0
205.0,169.0,1.0
205.0,177.0,1.0
205.0,189.0,2.0
205.0,197.0,1.0
205.0,203.0,5.0
205.0,215.0,1.0
205.0,222.0,10.0
205.0,237.0,9.0
205.0,248.0,11.0
205.0,252.0,2.0
205.0,268.0,2.0
205.0,274.0,1.0
205.0,287.0,1.0
205.0,298.0,2.0
206.0,9.0,2.0
206.0,19.0,0.0
206.0,26.0,0.0
206.0,35.0,0.0
206.0,42.0,0.0
206.0,55.0,0.0
206.0,64.0,0.0
206.0,73.0,0.0
206.0,84.0,1.0
206.0,95.0,1.0
206.0,110.0,2.0
206.0,115.0,4.0
206.0,127.0,-3.0
206.0,135.0,0.0
206.0,150.0,1.0
206.0,154.0,1.0
206.0,165.0,0.0
206.0,180.0,0.0
206.0,186.0,0.0
206.0,195.0,0.0
206.0,206.0,0.0
206.0,219.0,0.0
206.0,226.0,0.0
206.0,232.0,0.0
206.0,246.0,0.0
206.0,261.0,0.0
206.0,275.0,0.0
206.0,294.0,0.0
207.0,9.0,0.0
207.0,19.0,0.0
207.0,26.0,0.0
207.0,35.0,0.0
207.0,42.0,0.0
207.0,55.0,0.0
207.0,64.0,0.0
207.0,73.0,0.0
207.0,84.0,0.0
207.0,95.0,0.0
207.0,110.0,0.0
207.0,115.0,0.0
207.0,127.0,0.0
207.0,135.0,0.0
207.0,150.0,0.0
207.0,154.0,0.0
207.0,165.0,0.0
207.0,180.0,0.0
207.0,186.0,0.0
207.0,195.0,0.0
207.0,206.0,0.0
207.0,219.0,0.0
207.0,226.0,0.0
207.0,232.0,0.0
207.0,246.0,0.0
207.0,261.0,0.0
207.0,275.0,0.0
207.0,294.0,0.0
208.0,9.0,0.0
208.0,19.0,1.0
208.0,26.0,0.0
208.0,35.0,1.0
208.0,42.0,0.0
208.0,55.0,0.0
208.0,64.0,1.0
208.0,73.0,0.0
208.0,84.0,1.0
208.0,95.0,2.0
208.0,110.0,0.0
208.0,115.0,0.0
208.0,127.0,1.0
208.0,135.0,0.0
208.0,150.0,0.0
208.0,154.0,0.0
208.0,165.0,0.0
208.0,180.0,1.0
208.0,186.0,6.0
208.0,195.0,7.0
208.0,206.0,1.0
208.0,219.0,1.0
208.0,226.0,0.0
208.0,232.0,1.0
208.0,246.0,0.0
208.0,261.0,0.0
208.0,275.0,0.0
208.0,294.0,1.0
209.0,10.0,3.0
209.0,18.0,2.0
209.0,28.0,0.0
209.0,31.0,0.0
209.0,45.0,0.0
209.0,54.0,0.0
209.0,65.0,1.0
209.0,78.0,2.0
209.0,89.0,1.0
209.0,98.0,1.0
209.0,104.0,1.0
209.0,118.0,1.0
209.0,123.0,0.0
209.0,138.0,0.0
209.0,150.0,0.0
209.0,157.0,0.0
209.0,166.0,0.0
209.0,179.0,0.0
209.0,188.0,0.0
209.0,197.0,0.0
209.0,208.0,0.0
209.0,218.0,0.0
209.0,228.0,0.0
209.0,231.0,0.0
209.0,245.0,0.0
209.0,258.0,0.0
209.0,266.0,0.0
209.0,278.0,0.0
209.0,293.0,0.0
210.0,9.0,1.0
210.0,19.0,1.0
210.0,26.0,0.0
210.0,35.0,1.0
210.0,42.0,2.0
210.0,55.0,3.0
210.0,64.0,6.0
210.0,73.0,1.0
210.0,84.0,14.0
210.0,95.0,0.0
210.0,110.0,0.0
210.0,115.0,1.0
210.0,127.0,1.0
210.0,135.0,5.0
210.0,150.0,5.0
210.0,154.0,1.0
210.0,165.0,3.0
210.0,180.0,1.0
210.0,186.0,8.0
210.0,195.0,0.0
210.0,206.0,0.0
210.0,219.0,1.0
210.0,226.0,4.0
210.0,232.0,0.0
210.0,246.0,0.0
210.0,261.0,1.0
210.0,275.0,7.0
210.0,294.0,5.0
211.0,9.0,1.0
211.0,19.0,1.0
211.0,26.0,7.0
211.0,35.0,1.0
211.0,42.0,1.0
211.0,55.0,1.0
211.0,64.0,0.0
211.0,73.0,6.0
211.0,84.0,1.0
211.0,95.0,2.0
211.0,110.0,16.0
211.0,115.0,5.0
211.0,127.0,2.0
211.0,135.0,5.0
211.0,150.0,2.0
211.0,154.0,1.0
211.0,165.0,6.0
211.0,180.0,1.0
211.0,186.0,2.0
211.0,195.0,5.0
211.0,206.0,0.0
211.0,219.0,0.0
211.0,226.0,1.0
211.0,232.0,1.0
211.0,246.0,5.0
211.0,261.0,6.0
211.0,275.0,8.0
211.0,294.0,2.0
212.0,9.0,0.0
212.0,19.0,0.0
212.0,26.0,0.0
212.0,35.0,0.0
212.0,42.0,0.0
212.0,55.0,0.0
212.0,64.0,0.0
212.0,73.0,0.0
212.0,84.0,0.0
212.0,95.0,0.0
212.0,110.0,0.0
212.0,115.0,0.0
212.0,127.0,0.0
212.0,135.0,0.0
212.0,150.0,0.0
212.0,154.0,0.0
212.0,165.0,0.0
212.0,180.0,7.0
212.0,186.0,2.0
212.0,195.0,1.0
212.0,206.0,0.0
212.0,219.0,5.0
212.0,226.0,2.0
212.0,232.0,1.0
212.0,246.0,1.0
212.0,261.0,0.0
212.0,275.0,0.0
212.0,294.0,0.0
213.0,9.0,0.0
213.0,19.0,0.0
213.0,26.0,0.0
213.0,35.0,0.0
213.0,42.0,0.0
213.0,55.0,0.0
213.0,64.0,0.0
213.0,73.0,0.0
213.0,84.0,0.0
213.0,95.0,0.0
213.0,110.0,0.0
213.0,115.0,0.0
213.0,127.0,0.0
213.0,135.0,0.0
213.0,150.0,0.0
213.0,154.0,0.0
213.0,165.0,0.0
213.0,180.0,0.0
213.0,186.0,0.0
213.0,195.0,0.0
213.0,206.0,0.0
213.0,219.0,0.0
213.0,226.0,0.0
213.0,232.0,0.0
213.0,246.0,0.0
213.0,261.0,0.0
213.0,275.0,0.0
213.0,294.0,0.0
214.0,9.0,0.0
214.0,19.0,0.0
214.0,26.0,0.0
214.0,35.0,0.0
214.0,42.0,0.0
214.0,55.0,0.0
214.0,64.0,0.0
214.0,73.0,0.0
214.0,84.0,0.0
214.0,95.0,0.0
214.0,110.0,0.0
214.0,115.0,0.0
214.0,127.0,0.0
214.0,135.0,0.0
214.0,150.0,0.0
214.0,154.0,0.0
214.0,165.0,0.0
214.0,180.0,0.0
214.0,186.0,0.0
214.0,195.0,0.0
214.0,206.0,0.0
214.0,219.0,0.0
214.0,226.0,0.0
214.0,232.0,0.0
214.0,246.0,0.0
214.0,261.0,0.0
214.0,275.0,0.0
214.0,294.0,0.0
215.0,9.0,0.0
215.0,19.0,0.0
215.0,26.0,0.0
215.0,35.0,0.0
215.0,42.0,0.0
215.0,55.0,0.0
215.0,64.0,0.0
215.0,73.0,0.0
215.0,84.0,0.0
215.0,95.0,0.0
215.0,110.0,0.0
215.0,115.0,0.0
215.0,127.0,0.0
215.0,135.0,0.0
215.0,150.0,0.0
215.0,154.0,0.0
215.0,165.0,0.0
215.0,180.0,0.0
215.0,186.0,0.0
215.0,195.0,0.0
215.0,206.0,0.0
215.0,219.0,0.0
215.0,226.0,0.0
215.0,232.0,0.0
215.0,246.0,0.0
215.0,261.0,0.0
215.0,275.0,0.0
215.0,294.0,0.0
216.0,9.0,2.0
216.0,19.0,2.0
216.0,26.0,19.0
216.0,35.0,2.0
216.0,42.0,2.0
216.0,55.0,2.0
216.0,64.0,0.0
216.0,73.0,16.0
216.0,84.0,2.0
216.0,95.0,2.0
216.0,110.0,5.0
216.0,115.0,6.0
216.0,127.0,6.0
216.0,135.0,2.0
216.0,150.0,2.0
216.0,154.0,1.0
216.0,165.0,6.0
216.0,180.0,4.0
216.0,186.0,0.0
216.0,195.0,0.0
216.0,206.0,6.0
216.0,219.0,2.0
216.0,226.0,2.0
216.0,232.0,1.0
216.0,246.0,8.0
216.0,261.0,1.0
216.0,275.0,1.0
216.0,294.0,4.0
217.0,9.0,2.0
217.0,19.0,1.0
217.0,26.0,6.0
217.0,35.0,2.0
217.0,42.0,6.0
217.0,55.0,2.0
217.0,64.0,8.0
217.0,73.0,1.0
217.0,84.0,0.0
217.0,95.0,1.0
217.0,110.0,2.0
217.0,115.0,6.0
217.0,127.0,0.0
217.0,135.0,2.0
217.0,150.0,1.0
217.0,154.0,0.0
217.0,165.0,8.0
217.0,180.0,1.0
217.0,186.0,1.0
217.0,195.0,1.0
217.0,206.0,5.0
217.0,219.0,0.0
217.0,226.0,8.0
217.0,232.0,2.0
217.0,246.0,0.0
217.0,261.0,0.0
217.0,275.0,0.0
217.0,294.0,0.0
218.0,9.0,0.0
218.0,19.0,0.0
218.0,26.0,0.0
218.0,35.0,0.0
218.0,42.0,0.0
218.0,55.0,0.0
218.0,64.0,0.0
218.0,73.0,0.0
218.0,84.0,0.0
218.0,95.0,0.0
218.0,110.0,0.0
218.0,115.0,0.0
218.0,127.0,0.0
218.0,135.0,0.0
218.0,150.0,0.0
218.0,154.0,0.0
218.0,165.0,0.0
218.0,180.0,0.0
218.0,186.0,0.0
218.0,195.0,0.0
218.0,206.0,0.0
218.0,219.0,0.0
218.0,226.0,0.0
218.0,232.0,0.0
218.0,246.0,0.0
218.0,261.0,0.0
218.0,275.0,0.0
218.0,294.0,0.0
219.0,7.0,0.0
219.0,12.0,1.0
219.0,23.0,1.0
219.0,36.0,0.0
219.0,41.0,1.0
219.0,56.0,0.0
219.0,65.0,0.0
219.0,74.0,0.0
219.0,87.0,0.0
219.0,96.0,1.0
219.0,102.0,1.0
219.0,116.0,1.0
219.0,125.0,1.0
219.0,140.0,0.0
219.0,143.0,1.0
219.0,153.0,0.0
219.0,167.0,1.0
219.0,172.0,0.0
219.0,186.0,0.0
219.0,192.0,0.0
219.0,201.0,1.0
219.0,212.0,0.0
219.0,224.0,1.0
219.0,232.0,1.0
219.0,243.0,1.0
219.0,256.0,1.0
219.0,270.0,0.0
219.0,276.0,1.0
219.0,298.0,0.0
220.0,7.0,9.0
220.0,12.0,2.0
220.0,23.0,11.0
220.0,36.0,1.0
220.0,41.0,1.0
220.0,56.0,6.0
220.0,65.0,15.0
220.0,74.0,6.0
220.0,87.0,0.0
220.0,96.0,3.0
220.0,102.0,5.0
220.0,116.0,1.0
220.0,125.0,1.0
220.0,140.0,2.0
220.0,143.0,1.0
220.0,153.0,0.0
220.0,167.0,0.0
220.0,172.0,2.0
220.0,186.0,1.0
220.0,192.0,2.0
220.0,201.0,0.0
220.0,212.0,1.0
220.0,224.0,3.0
220.0,232.0,1.0
220.0,243.0,2.0
220.0,256.0,6.0
220.0,270.0,1.0
220.0,276.0,2.0
220.0,298.0,2.0
221.0,7.0,6.0
221.0,12.0,1.0
221.0,23.0,5.0
221.0,36.0,2.0
221.0,41.0,1.0
221.0,56.0,2.0
221.0,65.0,3.0
221.0,74.0,3.0
221.0,87.0,2.0
221.0,96.0,6.0
221.0,102.0,5.0
221.0,116.0,2.0
221.0,125.0,1.0
221.0,140.0,2.0
221.0,143.0,2.0
221.0,153.0,-1.0
221.0,167.0,0.0
221.0,172.0,8.0
221.0,186.0,5.0
221.0,192.0,5.0
221.0,201.0,0.0
221.0,212.0,2.0
221.0,224.0,2.0
221.0,232.0,2.0
221.0,243.0,6.0
221.0,256.0,13.0
221.0,270.0,3.0
221.0,276.0,3.0
221.0,298.0,2.0
222.0,7.0,0.0
222.0,12.0,0.0
222.0,23.0,0.0
222.0,36.0,0.0
222.0,41.0,0.0
222.0,56.0,0.0
222.0,65.0,0.0
222.0,74.0,6.0
222.0,87.0,0.0
222.0,96.0,1.0
222.0,102.0,1.0
222.0,116.0,0.0
222.0,125.0,0.0
222.0,140.0,0.0
222.0,143.0,2.0
222.0,153.0,1.0
222.0,167.0,1.0
222.0,172.0,2.0
222.0,186.0,1.0
222.0,192.0,2.0
222.0,201.0,1.0
222.0,212.0,0.0
222.0,224.0,0.0
222.0,232.0,0.0
222.0,243.0,0.0
222.0,256.0,0.0
222.0,270.0,0.0
222.0,276.0,0.0
222.0,298.0,1.0
223.0,7.0,3.0
223.0,12.0,1.0
223.0,23.0,2.0
223.0,36.0,2.0
223.0,41.0,2.0
223.0,56.0,2.0
223.0,65.0,3.0
223.0,74.0,0.0
223.0,87.0,2.0
223.0,96.0,2.0
223.0,102.0,1.0
223.0,116.0,0.0
223.0,125.0,1.0
223.0,140.0,0.0
223.0,143.0,0.0
223.0,153.0,0.0
223.0,167.0,0.0
223.0,172.0,0.0
223.0,186.0,0.0
223.0,192.0,0.0
223.0,201.0,0.0
223.0,212.0,0.0
223.0,224.0,0.0
223.0,232.0,0.0
223.0,243.0,0.0
223.0,256.0,0.0
223.0,270.0,0.0
223.0,276.0,0.0
223.0,298.0,0.0
224.0,7.0,0.0
224.0,12.0,0.0
224.0,23.0,0.0
224.0,36.0,0.0
224.0,41.0,0.0
224.0,56.0,0.0
224.0,65.0,0.0
224.0,74.0,0.0
224.0,87.0,0.0
224.0,96.0,0.0
224.0,102.0,0.0
224.0,116.0,0.0
224.0,125.0,0.0
224.0,140.0,0.0
224.0,143.0,0.0
224.0,153.0,0.0
224.0,167.0,0.0
224.0,172.0,0.0
224.0,186.0,0.0
224.0,192.0,0.0
224.0,201.0,0.0
224.0,212.0,0.0
224.0,224.0,0.0
224.0,232.0,0.0
224.0,243.0,0.0
224.0,256.0,0.0
224.0,270.0,0.0
224.0,276.0,0.0
224.0,298.0,0.0
225.0,7.0,7.0
225.0,12.0,2.0
225.0,23.0,2.0
225.0,36.0,13.0
225.0,41.0,8.0
225.0,56.0,2.0
225.0,65.0,0.0
225.0,74.0,2.0
225.0,87.0,1.0
225.0,96.0,2.0
225.0,102.0,1.0
225.0,116.0,6.0
225.0,125.0,2.0
225.0,140.0,9.0
225.0,143.0,1.0
225.0,153.0,1.0
225.0,167.0,0.0
225.0,172.0,0.0
225.0,186.0,0.0
225.0,192.0,0.0
225.0,201.0,0.0
225.0,212.0,1.0
225.0,224.0,1.0
225.0,232.0,1.0
225.0,243.0,2.0
225.0,256.0,2.0
225.0,270.0,1.0
225.0,276.0,1.0
225.0,298.0,0.0
226.0,7.0,3.0
226.0,12.0,2.0
226.0,23.0,2.0
226.0,36.0,8.0
226.0,41.0,1.0
226.0,56.0,3.0
226.0,65.0,6.0
226.0,74.0,0.0
226.0,87.0,0.0
226.0,96.0,0.0
226.0,102.0,4.0
226.0,116.0,6.0
226.0,125.0,1.0
226.0,140.0,0.0
226.0,143.0,0.0
226.0,153.0,0.0
226.0,167.0,1.0
226.0,172.0,1.0
226.0,186.0,2.0
226.0,192.0,9.0
226.0,201.0,2.0
226.0,212.0,14.0
226.0,224.0,0.0
226.0,232.0,0.0
226.0,243.0,0.0
226.0,256.0,0.0
226.0,270.0,8.0
226.0,276.0,1.0
226.0,298.0,5.0
227.0,7.0,0.0
227.0,12.0,0.0
227.0,23.0,0.0
227.0,36.0,0.0
227.0,41.0,0.0
227.0,56.0,0.0
227.0,65.0,0.0
227.0,74.0,0.0
227.0,87.0,0.0
227.0,96.0,0.0
227.0,102.0,0.0
227.0,116.0,0.0
227.0,125.0,0.0
227.0,140.0,0.0
227.0,143.0,0.0
227.0,153.0,0.0
227.0,167.0,0.0
227.0,172.0,0.0
227.0,186.0,0.0
227.0,192.0,0.0
227.0,201.0,0.0
227.0,212.0,0.0
227.0,224.0,0.0
227.0,232.0,0.0
227.0,243.0,0.0
227.0,256.0,0.0
227.0,270.0,0.0
227.0,276.0,0.0
227.0,298.0,0.0
228.0,7.0,6.0
228.0,12.0,2.0
228.0,23.0,2.0
228.0,36.0,1.0
228.0,41.0,0.0
228.0,56.0,8.0
228.0,65.0,7.0
228.0,74.0,9.0
228.0,87.0,0.0
228.0,96.0,1.0
228.0,102.0,5.0
228.0,116.0,1.0
228.0,125.0,1.0
228.0,140.0,2.0
228.0,143.0,1.0
228.0,153.0,1.0
228.0,167.0,1.0
228.0,172.0,2.0
228.0,186.0,1.0
228.0,192.0,5.0
228.0,201.0,1.0
228.0,212.0,1.0
228.0,224.0,0.0
228.0,232.0,0.0
228.0,243.0,0.0
228.0,256.0,0.0
228.0,270.0,0.0
228.0,276.0,0.0
228.0,298.0,0.0
229.0,7.0,0.0
229.0,12.0,0.0
229.0,23.0,0.0
229.0,36.0,1.0
229.0,41.0,1.0
229.0,56.0,3.0
229.0,65.0,2.0
229.0,74.0,3.0
229.0,87.0,2.0
229.0,96.0,2.0
229.0,102.0,3.0
229.0,116.0,2.0
229.0,125.0,1.0
229.0,140.0,2.0
229.0,143.0,1.0
229.0,153.0,2.0
229.0,167.0,0.0
229.0,172.0,0.0
229.0,186.0,0.0
229.0,192.0,1.0
229.0,201.0,2.0
229.0,212.0,2.0
229.0,224.0,2.0
229.0,232.0,2.0
229.0,243.0,0.0
229.0,256.0,0.0
229.0,270.0,1.0
229.0,276.0,1.0
229.0,298.0,1.0
230.0,7.0,6.0
230.0,12.0,2.0
230.0,23.0,2.0
230.0,36.0,1.0
230.0,41.0,1.0
230.0,56.0,8.0
230.0,65.0,9.0
230.0,74.0,9.0
230.0,87.0,1.0
230.0,96.0,1.0
230.0,102.0,9.0
230.0,116.0,1.0
230.0,125.0,1.0
230.0,140.0,2.0
230.0,143.0,1.0
230.0,153.0,2.0
230.0,167.0,0.0
230.0,172.0,0.0
230.0,186.0,0.0
230.0,192.0,0.0
230.0,201.0,0.0
230.0,212.0,0.0
230.0,224.0,0.0
230.0,232.0,0.0
230.0,243.0,3.0
230.0,256.0,6.0
230.0,270.0,1.0
230.0,276.0,2.0
230.0,298.0,0.0
231.0,7.0,3.0
231.0,12.0,2.0
231.0,23.0,2.0
231.0,36.0,2.0
231.0,41.0,0.0
231.0,56.0,0.0
231.0,65.0,0.0
231.0,74.0,0.0
231.0,87.0,2.0
231.0,96.0,2.0
231.0,102.0,2.0
231.0,116.0,8.0
231.0,125.0,1.0
231.0,140.0,2.0
231.0,143.0,2.0
231.0,153.0,2.0
231.0,167.0,0.0
231.0,172.0,2.0
231.0,186.0,2.0
231.0,192.0,2.0
231.0,201.0,2.0
231.0,212.0,1.0
231.0,224.0,2.0
231.0,232.0,6.0
231.0,243.0,1.0
231.0,256.0,3.0
231.0,270.0,1.0
231.0,276.0,3.0
231.0,298.0,2.0
232.0,7.0,0.0
232.0,12.0,0.0
232.0,23.0,1.0
232.0,36.0,7.0
232.0,41.0,5.0
232.0,56.0,1.0
232.0,65.0,2.0
232.0,74.0,2.0
232.0,87.0,1.0
232.0,96.0,1.0
232.0,102.0,0.0
232.0,116.0,1.0
232.0,125.0,1.0
232.0,140.0,1.0
232.0,143.0,1.0
232.0,153.0,7.0
232.0,167.0,12.0
232.0,172.0,1.0
232.0,186.0,2.0
232.0,192.0,2.0
232.0,201.0,2.0
232.0,212.0,2.0
232.0,224.0,6.0
232.0,232.0,2.0
232.0,243.0,5.0
232.0,256.0,6.0
232.0,270.0,2.0
232.0,276.0,8.0
232.0,298.0,6.0
233.0,7.0,0.0
233.0,12.0,0.0
233.0,23.0,0.0
233.0,36.0,0.0
233.0,41.0,0.0
233.0,56.0,0.0
233.0,65.0,0.0
233.0,74.0,0.0
233.0,87.0,0.0
233.0,96.0,0.0
233.0,102.0,0.0
233.0,116.0,0.0
233.0,125.0,0.0
233.0,140.0,0.0
233.0,143.0,0.0
233.0,153.0,1.0
233.0,167.0,0.0
233.0,172.0,0.0
233.0,186.0,0.0
233.0,192.0,0.0
233.0,201.0,0.0
233.0,212.0,0.0
233.0,224.0,0.0
233.0,232.0,0.0
233.0,243.0,0.0
233.0,256.0,0.0
233.0,270.0,0.0
233.0,276.0,0.0
233.0,298.0,0.0
234.0,7.0,8.0
234.0,12.0,2.0
234.0,23.0,2.0
234.0,36.0,4.0
234.0,41.0,1.0
234.0,56.0,5.0
234.0,65.0,6.0
234.0,74.0,6.0
234.0,87.0,-1.0
234.0,96.0,1.0
234.0,102.0,15.0
234.0,116.0,1.0
234.0,125.0,1.0
234.0,140.0,2.0
234.0,143.0,1.0
234.0,153.0,0.0
234.0,167.0,1.0
234.0,172.0,1.0
234.0,186.0,0.0
234.0,192.0,6.0
234.0,201.0,0.0
234.0,212.0,1.0
234.0,224.0,0.0
234.0,232.0,1.0
234.0,243.0,2.0
234.0,256.0,5.0
234.0,270.0,1.0
234.0,276.0,3.0
234.0,298.0,2.0
235.0,7.0,0.0
235.0,12.0,0.0
235.0,23.0,0.0
235.0,36.0,0.0
235.0,41.0,0.0
235.0,56.0,0.0
235.0,65.0,0.0
235.0,74.0,0.0
235.0,87.0,0.0
235.0,96.0,0.0
235.0,102.0,0.0
235.0,116.0,0.0
235.0,125.0,0.0
235.0,140.0,0.0
235.0,143.0,0.0
235.0,153.0,0.0
235.0,167.0,0.0
235.0,172.0,0.0
235.0,186.0,0.0
235.0,192.0,0.0
235.0,201.0,0.0
235.0,212.0,0.0
235.0,224.0,0.0
235.0,232.0,0.0
235.0,243.0,0.0
235.0,256.0,0.0
235.0,270.0,0.0
235.0,276.0,0.0
235.0,298.0,0.0
236.0,7.0,0.0
236.0,12.0,0.0
236.0,23.0,0.0
236.0,36.0,0.0
236.0,41.0,0.0
236.0,56.0,0.0
236.0,65.0,0.0
236.0,74.0,0.0
236.0,87.0,0.0
236.0,96.0,0.0
236.0,102.0,0.0
236.0,116.0,1.0
236.0,125.0,10.0
236.0,140.0,2.0
236.0,143.0,2.0
236.0,153.0,1.0
236.0,167.0,9.0
236.0,172.0,6.0
236.0,186.0,9.0
236.0,192.0,15.0
236.0,201.0,0.0
236.0,212.0,16.0
236.0,224.0,1.0
236.0,232.0,0.0
236.0,243.0,0.0
236.0,256.0,0.0
236.0,270.0,0.0
236.0,276.0,0.0
236.0,298.0,0.0
237.0,7.0,0.0
237.0,12.0,0.0
237.0,23.0,0.0
237.0,36.0,0.0
237.0,41.0,0.0
237.0,56.0,0.0
237.0,65.0,0.0
237.0,74.0,0.0
237.0,87.0,0.0
237.0,96.0,0.0
237.0,102.0,0.0
237.0,116.0,0.0
237.0,125.0,0.0
237.0,140.0,0.0
237.0,143.0,0.0
237.0,153.0,0.0
237.0,167.0,0.0
237.0,172.0,0.0
237.0,186.0,0.0
237.0,192.0,0.0
237.0,201.0,0.0
237.0,212.0,0.0
237.0,224.0,0.0
237.0,232.0,0.0
237.0,243.0,0.0
237.0,256.0,0.0
237.0,270.0,0.0
237.0,276.0,0.0
237.0,298.0,0.0
238.0,7.0,0.0
238.0,12.0,0.0
238.0,23.0,0.0
238.0,36.0,0.0
238.0,41.0,1.0
238.0,56.0,0.0
238.0,65.0,1.0
238.0,74.0,1.0
238.0,87.0,0.0
238.0,96.0,0.0
238.0,102.0,1.0
238.0,116.0,0.0
238.0,125.0,0.0
238.0,140.0,2.0
238.0,143.0,1.0
238.0,153.0,0.0
238.0,167.0,1.0
238.0,172.0,2.0
238.0,186.0,0.0
238.0,192.0,2.0
238.0,201.0,0.0
238.0,212.0,1.0
238.0,224.0,0.0
238.0,232.0,1.0
238.0,243.0,2.0
238.0,256.0,14.0
238.0,270.0,1.0
238.0,276.0,2.0
238.0,298.0,2.0
239.0,7.0,0.0
239.0,12.0,0.0
239.0,23.0,0.0
239.0,36.0,0.0
239.0,41.0,0.0
239.0,56.0,0.0
239.0,65.0,1.0
239.0,74.0,3.0
239.0,87.0,0.0
239.0,96.0,0.0
239.0,102.0,0.0
239.0,116.0,0.0
239.0,125.0,0.0
239.0,140.0,1.0
239.0,143.0,0.0
239.0,153.0,0.0
239.0,167.0,2.0
239.0,172.0,0.0
239.0,186.0,0.0
239.0,192.0,0.0
239.0,201.0,0.0
239.0,212.0,0.0
239.0,224.0,0.0
239.0,232.0,0.0
239.0,243.0,0.0
239.0,256.0,0.0
239.0,270.0,0.0
239.0,276.0,0.0
239.0,298.0,0.0
240.0,7.0,3.0
240.0,12.0,2.0
240.0,23.0,2.0
240.0,36.0,2.0
240.0,41.0,2.0
240.0,56.0,3.0
240.0,65.0,3.0
240.0,74.0,1.0
