element,opponent_team,was_home,minutes,total_points,goals_scored,assists,expected_goals,expected_assists,clean_sheets,avg_minutes,avg_points,avg_goals,avg_xG,avg_assists,avg_xA,clean_sheets_last3,element_type,opponent_strength
113,4,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,90.0,4.67,0.0,0.0,0.0,0.0,2.0,1,0.3
113,13,False,90.0,5.0,0.0,0.0,0.00,0.00,1.0,60.0,2.67,0.0,0.0,0.0,0.0,1.0,1,1.0
113,12,True,90.0,6.0,0.0,0.0,0.00,0.00,1.0,60.0,3.67,0.0,0.0,0.0,0.0,2.0,1,0.2
113,5,False,90.0,6.0,0.0,0.0,0.00,0.00,1.0,60.0,3.67,0.0,0.0,0.0,0.0,2.0,1,0.5
113,2,True,90.0,1.0,0.0,0.0,0.00,0.01,0.0,90.0,5.67,0.0,0.0,0.0,0.0,3.0,1,0.7
113,20,False,90.0,10.0,0.0,0.0,0.00,0.01,1.0,90.0,4.33,0.0,0.0,0.0,0.0,2.0,1,0.5
113,7,True,90.0,6.0,0.0,0.0,0.00,0.00,1.0,90.0,5.67,0.0,0.0,0.0,0.01,2.0,1,0.7
113,18,False,90.0,1.0,0.0,0.0,0.00,0.00,0.0,90.0,5.67,0.0,0.0,0.0,0.01,2.0,1,0.7
113,3,True,90.0,6.0,0.0,0.0,0.00,0.00,1.0,90.0,5.67,0.0,0.0,0.0,0.0,2.0,1,0.5
113,14,False,90.0,5.0,0.0,0.0,0.00,0.00,1.0,90.0,4.33,0.0,0.0,0.0,0.0,2.0,1,0.7
113,9,True,90.0,2.0,0.0,0.0,0.00,0.00,0.0,90.0,4.0,0.0,0.0,0.0,0.0,2.0,1,0.3
114,18,True,18.0,1.0,0.0,0.0,0.03,0.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.7
114,10,False,12.0,1.0,0.0,0.0,0.00,0.00,0.0,18.0,1.0,0.0,0.03,0.0,0.0,0.0,2,0.5
114,8,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,15.0,1.0,0.0,0.02,0.0,0.0,0.0,2,0.5
114,3,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,10.0,0.67,0.0,0.01,0.0,0.0,0.0,2,0.5
114,15,False,48.0,1.0,0.0,0.0,0.00,0.03,0.0,4.0,0.33,0.0,0.0,0.0,0.0,0.0,2,0.7
114,9,True,60.0,2.0,0.0,0.0,0.00,0.01,0.0,16.0,0.33,0.0,0.0,0.0,0.01,0.0,2,0.3
114,16,False,1.0,1.0,0.0,0.0,0.00,0.17,0.0,36.0,1.0,0.0,0.0,0.0,0.01,0.0,2,0.2
114,14,False,90.0,1.0,0.0,0.0,0.00,0.04,0.0,36.33,1.33,0.0,0.0,0.0,0.07,0.0,2,0.7
114,6,True,14.0,1.0,0.0,0.0,0.00,0.02,0.0,50.33,1.33,0.0,0.0,0.0,0.07,0.0,2,0.1
114,7,False,90.0,6.0,0.0,0.0,0.00,0.05,1.0,35.0,1.0,0.0,0.0,0.0,0.08,0.0,2,0.7
114,19,True,11.0,1.0,0.0,0.0,0.00,0.00,0.0,64.67,2.67,0.0,0.0,0.0,0.04,1.0,2,0.5
114,11,False,72.0,1.0,0.0,0.0,0.03,0.00,0.0,38.33,2.67,0.0,0.0,0.0,0.02,1.0,2,0.9
114,1,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,57.67,2.67,0.0,0.01,0.0,0.02,1.0,2,1.0
114,12,True,13.0,1.0,0.0,0.0,0.00,0.01,0.0,27.67,0.67,0.0,0.01,0.0,0.0,0.0,2,0.2
114,5,False,83.0,1.0,0.0,0.0,0.00,0.00,0.0,28.33,0.67,0.0,0.01,0.0,0.0,0.0,2,0.5
114,17,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,32.0,0.67,0.0,0.0,0.0,0.0,0.0,2,0.1
114,2,True,88.0,1.0,0.0,0.0,0.00,0.00,0.0,32.0,0.67,0.0,0.0,0.0,0.0,0.0,2,0.7
114,20,True,66.0,1.0,0.0,0.0,0.00,0.02,0.0,57.0,0.67,0.0,0.0,0.0,0.0,0.0,2,0.5
114,8,False,62.0,4.0,0.0,1.0,0.00,0.17,0.0,51.33,0.67,0.0,0.0,0.0,0.01,0.0,2,0.5
114,16,True,89.0,4.0,0.0,1.0,0.00,0.02,0.0,72.0,2.0,0.0,0.0,0.33,0.06,0.0,2,0.2
114,18,False,77.0,1.0,0.0,0.0,0.00,0.06,0.0,72.33,3.0,0.0,0.0,0.67,0.07,0.0,2,0.7
114,13,True,75.0,1.0,0.0,0.0,0.06,0.01,0.0,76.0,3.0,0.0,0.0,0.67,0.08,0.0,2,1.0
114,20,False,90.0,6.0,0.0,0.0,0.14,0.09,1.0,80.33,2.0,0.0,0.02,0.33,0.03,0.0,2,0.5
114,11,True,62.0,1.0,0.0,0.0,0.00,0.00,0.0,80.67,2.67,0.0,0.07,0.0,0.05,1.0,2,0.9
114,13,False,88.0,2.0,0.0,0.0,0.00,0.00,0.0,75.67,2.67,0.0,0.07,0.0,0.03,1.0,2,1.0
114,19,False,17.0,1.0,0.0,0.0,0.16,0.05,0.0,80.0,3.0,0.0,0.05,0.0,0.03,1.0,2,0.5
114,7,True,90.0,10.0,1.0,0.0,0.56,0.20,0.0,55.67,1.33,0.0,0.05,0.0,0.02,0.0,2,0.7
114,1,False,90.0,1.0,0.0,0.0,0.00,0.00,0.0,65.0,4.33,0.33,0.24,0.0,0.08,0.0,2,1.0
114,6,False,58.0,1.0,0.0,0.0,0.00,0.00,0.0,65.67,4.0,0.33,0.24,0.0,0.08,0.0,2,0.1
114,14,True,86.0,6.0,0.0,0.0,0.00,0.15,1.0,79.33,4.0,0.33,0.19,0.0,0.07,0.0,2,0.7
114,5,True,90.0,6.0,0.0,0.0,0.00,0.00,1.0,78.0,2.67,0.0,0.0,0.0,0.05,1.0,2,0.5
114,2,False,90.0,1.0,0.0,0.0,0.00,0.00,0.0,78.0,4.33,0.0,0.0,0.0,0.05,2.0,2,0.7
114,17,True,90.0,5.0,0.0,0.0,0.00,0.09,1.0,88.67,4.33,0.0,0.0,0.0,0.05,2.0,2,0.1
114,12,False,14.0,1.0,0.0,0.0,0.07,0.00,0.0,90.0,4.0,0.0,0.0,0.0,0.03,2.0,2,0.2
114,9,False,6.0,1.0,0.0,0.0,0.00,0.00,0.0,64.67,2.33,0.0,0.02,0.0,0.03,1.0,2,0.3
114,10,True,45.0,1.0,0.0,0.0,0.00,0.08,0.0,36.67,2.33,0.0,0.02,0.0,0.03,1.0,2,0.5
114,3,False,28.0,1.0,0.0,0.0,0.00,0.00,0.0,21.67,1.0,0.0,0.02,0.0,0.03,0.0,2,0.5
114,15,True,62.0,1.0,0.0,0.0,0.00,0.07,0.0,26.33,1.0,0.0,0.0,0.0,0.03,0.0,2,0.7
115,18,True,18.0,1.0,0.0,0.0,0.27,0.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.7
115,10,False,70.0,3.0,0.0,0.0,0.00,0.05,1.0,18.0,1.0,0.0,0.27,0.0,0.0,0.0,3,0.5
115,8,True,79.0,9.0,1.0,0.0,0.11,0.11,0.0,44.0,2.0,0.0,0.14,0.0,0.02,1.0,3,0.5
115,3,True,70.0,5.0,0.0,1.0,0.42,0.19,0.0,55.67,4.33,0.33,0.13,0.0,0.05,1.0,3,0.5
115,15,False,18.0,1.0,0.0,0.0,0.00,0.00,0.0,73.0,5.67,0.33,0.18,0.33,0.12,1.0,3,0.7
115,9,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,55.67,5.0,0.33,0.18,0.33,0.1,0.0,3,0.3
115,16,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,29.33,2.0,0.0,0.14,0.33,0.06,0.0,3,0.2
115,14,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,6.0,0.33,0.0,0.0,0.0,0.0,0.0,3,0.7
115,6,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.1
115,7,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
115,19,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
115,11,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9
115,1,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
115,12,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2
115,5,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
115,17,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.1
115,2,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
115,20,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
115,8,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
115,16,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2
115,18,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
115,13,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
115,20,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
115,11,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9
115,13,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
115,19,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
115,7,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
115,1,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
115,6,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.1
115,14,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
115,5,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
115,2,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
115,17,True,1.0,4.0,0.0,1.0,0.00,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.1
115,12,False,19.0,6.0,1.0,0.0,0.44,0.00,0.0,0.33,1.33,0.0,0.0,0.33,0.12,0.0,3,0.2
115,9,False,13.0,1.0,0.0,0.0,0.03,0.00,0.0,6.67,3.33,0.33,0.15,0.33,0.12,0.0,3,0.3
115,10,True,8.0,1.0,0.0,0.0,0.02,0.00,0.0,11.0,3.67,0.33,0.16,0.33,0.12,0.0,3,0.5
115,3,False,15.0,1.0,0.0,0.0,0.00,0.01,0.0,13.33,2.67,0.33,0.16,0.0,0.0,0.0,3,0.5
115,15,True,16.0,1.0,0.0,0.0,0.00,0.01,0.0,12.0,1.0,0.0,0.02,0.0,0.0,0.0,3,0.7
116,18,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.7
116,10,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,8,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,3,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,15,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7
116,9,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3
116,16,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2
116,14,False,90.0,3.0,0.0,0.0,0.00,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7
116,6,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.1
116,7,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.7
116,19,True,45.0,1.0,0.0,0.0,0.00,0.00,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,11,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,15.0,0.33,0.0,0.0,0.0,0.0,0.0,1,0.9
116,1,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,15.0,0.33,0.0,0.0,0.0,0.0,0.0,1,1.0
116,12,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,15.0,0.33,0.0,0.0,0.0,0.0,0.0,1,0.2
116,5,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,17,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1
116,2,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7
116,20,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,8,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,16,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2
116,18,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7
116,13,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
116,20,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,11,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9
116,13,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
116,19,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,7,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7
116,1,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
116,6,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1
116,14,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7
116,5,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,2,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7
116,17,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1
116,12,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2
116,9,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3
116,10,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,3,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5
116,15,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7
117,18,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.7
117,10,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5
117,8,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5
117,3,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5
117,15,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.7
117,9,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.3
117,16,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.2
117,14,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.7
117,6,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.1
117,7,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.7
117,19,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5
117,11,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.9
117,1,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0
117,12,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.2
117,5,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5
117,17,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.1
117,2,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.7
117,20,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5
117,8,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5
117,16,True,90.0,8.0,1.0,0.0,0.11,0.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.2
117,18,False,90.0,10.0,1.0,1.0,1.19,0.01,0.0,30.0,2.67,0.33,0.04,0.0,0.1,0.0,4,0.7
117,13,True,90.0,2.0,0.0,0.0,0.31,0.09,0.0,60.0,6.0,0.67,0.43,0.33,0.1,0.0,4,1.0
117,20,False,90.0,6.0,1.0,0.0,0.30,0.02,1.0,90.0,6.67,0.67,0.54,0.33,0.13,0.0,4,0.5
117,11,True,90.0,6.0,1.0,0.0,0.71,0.02,0.0,90.0,6.0,0.67,0.6,0.33,0.04,1.0,4,0.9
117,13,False,90.0,1.0,0.0,0.0,0.07,0.01,0.0,90.0,4.67,0.67,0.44,0.0,0.04,1.0,4,1.0
117,19,False,90.0,2.0,0.0,0.0,0.34,0.13,0.0,90.0,4.33,0.67,0.36,0.0,0.02,1.0,4,0.5
117,7,True,90.0,2.0,0.0,0.0,0.09,0.15,0.0,90.0,3.0,0.33,0.37,0.0,0.05,0.0,4,0.7
117,1,False,90.0,2.0,0.0,0.0,0.01,0.02,0.0,90.0,1.67,0.0,0.17,0.0,0.1,0.0,4,1.0
117,6,False,90.0,1.0,0.0,0.0,0.48,0.01,0.0,90.0,2.0,0.0,0.15,0.0,0.1,0.0,4,0.1
117,14,True,90.0,5.0,0.0,1.0,0.48,0.33,0.0,90.0,1.67,0.0,0.19,0.0,0.06,0.0,4,0.7
117,5,True,90.0,2.0,0.0,0.0,0.35,0.33,1.0,90.0,2.67,0.0,0.32,0.33,0.12,0.0,4,0.5
117,2,False,9.0,1.0,0.0,0.0,0.00,0.00,0.0,90.0,2.67,0.0,0.44,0.33,0.22,1.0,4,0.7
117,17,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,63.0,2.67,0.0,0.28,0.33,0.22,1.0,4,0.1
117,12,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,33.0,1.0,0.0,0.12,0.0,0.11,1.0,4,0.2
117,9,False,90.0,2.0,0.0,0.0,0.48,0.04,0.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,4,0.3
117,10,True,90.0,2.0,0.0,0.0,0.05,0.02,1.0,30.0,0.67,0.0,0.16,0.0,0.01,0.0,4,0.5
117,3,False,90.0,1.0,0.0,0.0,0.19,0.02,0.0,60.0,1.33,0.0,0.18,0.0,0.02,1.0,4,0.5
117,15,True,90.0,4.0,0.0,1.0,0.56,0.01,0.0,90.0,1.67,0.0,0.24,0.0,0.03,1.0,4,0.7
118,18,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.7
118,10,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,8,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,3,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,15,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
118,9,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3
118,16,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2
118,14,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
118,6,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.1
118,7,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
118,19,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,11,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9
118,1,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
118,12,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2
118,5,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,17,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.1
118,2,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
118,20,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,8,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,16,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2
118,18,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
118,13,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
118,20,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,11,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9
118,13,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
118,19,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,7,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
118,1,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
118,6,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.1
118,14,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
118,5,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,2,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
118,17,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.1
118,12,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.2
118,9,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3
118,10,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,3,False,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5
118,15,True,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.7
119,18,True,71.0,9.0,1.0,0.0,0.24,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0.7
119,10,False,78.0,11.0,1.0,1.0,1.43,0.02,1.0,71.0,9.0,1.0,0.24,0.0,0.05,0.0,4,0.5
119,8,True,90.0,2.0,0.0,0.0,0.27,0.00,0.0,74.5,10.0,1.0,0.84,0.5,0.04,1.0,4,0.5
